Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Influence
Naymin,1.45520,1.59633,1.46271,1.25234,1.45554,1.12228,1.51613,20.00000,1.75755,1.30901,20.00000,1.38394,1.26163,20.00000,20.00000,20.00000,20.00000,4074,0,3337,7784,4666,2701,0,0,2802,0,0,0,4231,546,11536,2622,0,154.68550
Dragonsage,2.38200,2.35528,2.11117,1.56075,1.69206,1.71557,1.87864,2.13443,1.73503,1.40025,2.31633,1.46786,1.49707,20.00000,1.75632,2.15150,20.00000,3857,0,4033,26747,18801,2428,287,10374,4634,21248,12117,24617,6090,57,23132,21638,11396,152.70833
Rashan,1.84575,2.17003,1.52776,1.41478,1.64673,1.60690,1.69104,2.94596,2.38933,1.43597,2.46397,1.66807,1.86157,3.67813,3.21428,20.00000,2.64984,4123,26638,4077,24330,3680,2620,0,2587,2418,4218,5717,21296,3927,4059,9777,0,43343,149.20148
Progus,2.13294,2.17470,2.85913,1.39564,1.65887,1.49396,1.35891,2.20515,2.24955,1.48174,1.87105,1.69724,1.32570,20.00000,1.80073,20.00000,20.00000,3250,21071,1486,16129,20490,1794,2772,2033,2616,0,5082,13821,17952,95,10953,0,1356,148.07697
Frosty Mentos,1.45344,1.93587,2.74922,1.41375,20.00000,1.86467,2.13711,2.16411,2.13396,1.23126,2.89202,1.45343,1.71932,20.00000,1.56658,1.86969,20.00000,5414,5881,2780,6395,0,2229,327,2337,2740,4187,5224,22565,2925,173,10411,20621,3008,144.30720
Maqua,1.69230,1.91154,1.59281,1.45706,1.61573,1.37963,1.70042,1.98233,20.00000,1.35228,1.73941,1.49019,1.44264,20.00000,1.81110,2.06999,20.00000,4845,0,4874,0,5951,3095,548,2083,3613,0,5542,13229,4827,3678,11128,22935,0,143.36739
JPed,2.21994,2.69873,3.47675,1.38939,1.95929,1.47545,1.73005,1.96057,1.56803,1.28469,1.84408,1.73756,1.38386,20.00000,20.00000,2.81849,20.00000,4333,0,3527,24893,3457,3030,0,3641,3352,8108,5099,19176,4791,503,8662,22692,16968,143.34092
BillSYZ0317,2.59060,2.63324,1.43032,1.75788,3.81568,2.07022,2.39116,6.04023,5.23652,1.62326,4.02663,2.18842,1.88341,20.00000,5.03795,3.48083,4.64866,11288,13907,9838,21449,14785,7040,2592,7005,4916,13848,13502,15417,18479,314,27961,45568,108244,141.56906
zthr,2.15421,2.09024,1.52037,1.50170,1.42757,1.54699,1.58236,2.03790,2.04821,1.44913,2.47249,1.42751,1.41436,20.00000,2.10410,20.00000,2.27004,4449,0,14706,7862,0,5460,0,2850,3406,0,6203,23591,6817,148,12425,0,33277,136.92784
ribbongraph,2.18075,2.21868,1.76645,1.30714,1.56900,1.69170,1.76778,2.15535,1.50080,1.50546,1.63570,1.87532,1.47434,20.00000,1.85999,4.82960,2.93296,4125,7439,4779,17416,0,3599,434,4052,5945,4725,5670,0,3754,1157,11510,26651,33019,134.37987
Hypershock,1.85357,3.45581,2.71344,1.74680,2.07465,1.71439,1.43932,1.96654,1.89809,1.61831,1.77138,1.63337,1.70969,20.00000,2.13366,20.00000,2.79900,4432,0,4416,0,3866,3534,2292,3753,4715,6231,6161,17566,7301,1355,11984,2009,41753,133.82018
Snowball,4.00747,3.72638,6.01272,1.53488,2.43319,4.40957,2.17447,5.72792,4.95336,1.53246,4.07126,2.32541,2.92044,5.28616,3.63438,20.00000,3.58237,7220,11193,6981,8596,9686,5163,1930,6294,4462,8215,9863,17076,6939,5869,16914,6820,57002,133.61545
Nate and Mimsy,2.41404,3.17538,2.25943,2.27962,3.81364,3.05629,2.64109,3.25823,2.48017,2.06289,2.68967,2.32316,1.83657,20.00000,2.88984,3.85640,3.13932,13227,22250,14868,22420,16883,9478,1286,7223,17390,15369,9638,20792,16121,500,46503,47307,41030,133.07817
Wuff,2.91041,2.05324,3.55746,1.34341,1.71953,1.89965,2.38314,2.24420,3.55246,1.75392,3.06764,1.82735,1.62897,20.00000,2.02931,2.36872,20.00000,12177,22299,2652,24253,10694,2703,358,11694,5916,14312,5628,26721,5076,56,32842,24809,10726,132.62352
NuclearNarwhal,2.08825,2.11287,1.92643,1.65539,1.66658,1.31314,1.56908,1.92252,2.89966,1.39457,20.00000,2.01504,1.39780,20.00000,20.00000,20.00000,20.00000,3876,18060,3772,7294,5275,2839,0,3010,2802,0,2632,16562,4241,241,31201,24434,0,131.15035
nidoki13k,1.61163,3.00723,2.04606,1.43818,4.50794,1.85411,2.03360,2.20572,1.64193,1.46457,1.97315,1.58817,2.11019,20.00000,2.37739,2.94910,20.00000,16554,0,15572,21893,0,14148,1994,2108,3928,19816,5986,13915,3282,193,12734,22440,12590,130.36754
ParkerPNG,3.09354,2.47529,2.22277,1.64424,2.18771,1.74943,1.57366,1.97392,4.18126,1.62902,2.29509,1.86960,1.81877,20.00000,2.49091,20.00000,20.00000,4247,24011,2874,22322,17395,13623,1434,5894,3675,22628,4680,21774,5151,69,15685,14067,420,129.75762
Wheaty,3.40456,2.86944,1.60835,1.58402,2.37616,2.45673,2.41067,2.46514,4.31671,2.23456,3.06014,2.28962,2.21723,20.00000,3.96861,2.16962,3.22396,6330,9421,18549,8034,7317,7051,1366,6494,4509,4131,5605,7716,6044,109,16590,31009,41752,128.68182
Scuba Moth,4.11319,20.00000,1.93445,1.95920,20.00000,11.31793,1.71760,6.96474,1.99898,1.82386,1.84754,2.05719,1.77948,20.00000,20.00000,20.00000,20.00000,8730,0,17776,26122,8695,11509,440,8950,3470,13699,13279,19698,20587,484,16491,0,4823,126.64119
Elass,20.00000,3.17981,2.69313,1.51927,2.04056,4.05614,2.52160,3.60657,2.16226,2.12230,3.33992,2.05031,1.84745,20.00000,20.00000,20.00000,20.00000,1437,0,2251,0,3629,2059,310,2937,2173,0,3816,8495,4364,0,0,0,0,124.95915
Thouther,1.60475,1.95501,2.23424,1.33747,1.41055,1.44720,1.54440,1.92879,1.84079,1.41169,1.61576,1.45501,1.26363,20.00000,20.00000,20.00000,20.00000,4634,26173,2463,7458,0,1248,0,0,2205,5544,5100,19989,4409,35,0,0,12423,124.93383
Yaramy,2.21707,2.98392,2.26526,2.38898,2.60304,2.40217,2.95605,3.62688,2.25235,1.85389,2.05881,2.79436,2.23184,20.00000,3.46136,4.47721,2.37110,4817,6167,4226,0,3871,2745,562,3663,4885,5245,6236,7223,5433,1206,14301,24031,36851,123.82465
Marcy,2.74882,2.63392,1.95263,1.48269,1.89042,2.02228,1.95837,2.39940,1.90832,1.68138,1.75908,1.83866,1.50666,20.00000,2.17504,2.44794,2.19570,4335,6382,4422,18687,4098,2349,3878,3533,8270,14081,4799,8219,5444,606,12579,19814,30748,123.11854
Smokepipe,1.51477,5.37994,2.73249,1.26109,1.57014,1.30391,2.30716,3.78495,4.40457,1.35720,1.58979,2.47338,1.68074,20.00000,2.35245,20.00000,2.46231,4304,0,4704,6842,4985,4186,0,2799,3177,4481,4858,14664,4106,516,15201,0,38642,122.30391
G菌w,2.42822,2.39066,1.84704,1.81141,2.21956,2.35133,1.78630,1.96979,4.14713,1.90623,2.17517,2.00090,1.66116,5.30542,3.29648,5.72987,20.00000,5692,23865,13589,7999,5282,3775,612,4940,4336,6240,5955,17798,4741,4834,16446,28389,13045,120.78819
dekatriath,1.82873,2.48354,2.09086,1.44817,1.58592,1.59620,1.53720,1.80793,1.26872,1.39570,1.87520,1.66303,1.47123,20.00000,1.71923,20.00000,20.00000,3640,0,2424,0,0,2923,351,2239,4085,0,4352,9750,5519,0,11504,3636,8178,120.36983
Uniowen,2.58147,2.40299,2.15810,1.49672,1.89485,1.48789,1.99415,2.06108,2.36044,1.81553,1.96050,1.93616,1.81966,20.00000,20.00000,2.04553,20.00000,4514,0,7841,18265,0,3189,2123,7011,2816,4664,10013,0,4180,393,8333,21433,0,119.10069
Leylite,2.36924,9.71081,6.67740,4.24006,7.62344,7.32227,5.27633,6.83673,5.08299,5.54804,2.68961,2.44903,3.57641,20.00000,5.11587,4.45175,3.89600,15362,8946,5938,16180,7327,6673,883,6116,5097,11426,7230,11301,4739,531,37738,41430,59755,118.61422
Prody,1.86153,2.22063,4.13517,1.34547,4.12645,4.45719,3.73815,2.60584,4.48377,2.11204,2.79238,1.33669,1.50071,20.00000,2.86657,2.93716,2.65470,4382,0,1834,0,0,1424,443,2868,2641,0,5239,14253,4569,0,10889,21927,34327,112.32547
iFood,1.86038,2.43472,3.20936,1.33037,3.81548,3.16827,2.07853,3.56094,3.86077,1.46663,2.66845,1.80509,2.43602,20.00000,2.94656,2.61260,2.47361,18061,0,3157,0,3537,6179,402,3923,5383,0,5820,0,4639,400,16228,25405,36493,112.26448
Wilhelm,2.10104,3.13065,1.97819,1.60110,4.53814,1.84682,2.25473,2.19933,2.75235,2.18615,2.77999,1.92235,1.81695,20.00000,3.16724,2.80361,20.00000,11001,19095,13036,20191,3898,2672,1379,3895,4944,4244,7720,23167,5561,1891,17516,28995,12525,112.14200
Greenpikmin,1.94441,3.33172,1.80048,1.61466,1.90983,1.83004,2.12219,20.00000,2.77159,1.84821,1.76210,1.73341,2.24632,20.00000,1.69936,20.00000,20.00000,17792,27543,6407,21085,0,1888,0,0,1995,19371,4749,20259,1098,408,13145,14488,12973,111.06927
miss,3.05251,2.42638,2.04994,1.31157,1.83638,1.41329,1.32336,1.92202,1.50789,1.33262,1.78858,1.64182,1.40774,20.00000,20.00000,20.00000,20.00000,1218,0,3157,17441,0,3701,327,2677,3568,5378,3959,0,4320,214,0,1886,0,110.48189
nosferatuss,2.26487,1.94106,1.88332,2.03939,2.10644,2.53750,1.78315,2.15294,3.14786,1.71369,2.62175,1.82661,1.60544,20.00000,2.26986,2.31211,20.00000,5756,10451,5165,7894,5326,3583,482,4617,5386,5691,5726,9220,7391,2332,20760,36829,0,110.30993
lith,1.79379,2.45734,2.06386,1.45767,1.50659,1.53215,1.67342,2.28240,1.25242,1.64020,1.77731,1.67135,1.50622,20.00000,2.69836,2.75953,20.00000,3962,0,4570,17663,6612,3393,618,2890,3930,0,5228,0,3943,297,8660,22754,4222,110.23108
bookworm,2.96053,1.96717,5.40243,1.17270,1.19104,2.06201,2.12556,20.00000,4.57924,1.73313,3.52730,1.78996,1.37103,20.00000,2.71433,20.00000,20.00000,4316,6816,1081,8603,6492,2580,326,0,2994,5395,5038,0,6012,0,13303,4019,0,109.70139
Iwuh,2.22146,2.38615,2.11988,1.52383,1.66509,1.62026,1.61581,2.14262,2.19730,1.73650,1.94751,1.88920,1.71910,20.00000,1.77997,1.61128,20.00000,4411,0,3451,12900,3573,3291,555,3068,3505,0,5591,13096,3727,835,12512,25953,3384,109.18182
PleasantBreeze,2.88609,2.16186,5.07921,1.42377,4.69321,1.91887,1.92087,2.01251,2.98665,1.51045,2.20030,2.21091,1.57450,20.00000,2.01789,4.22215,2.46289,8866,17940,4468,14576,5018,4484,1053,4038,5467,6670,8724,10504,7414,654,17435,33038,41251,108.69098
Necrololicon,2.00553,1.97789,1.78412,1.31963,3.19408,1.54500,1.66329,2.80571,1.53711,1.50942,2.00588,1.56777,1.35091,20.00000,2.06779,20.00000,20.00000,4551,6536,3107,6831,0,2283,0,2054,3189,4360,6158,0,4366,181,13876,10756,8259,108.25689
Sponskapatrick,3.61962,1.98478,1.57620,1.26415,2.88584,1.15114,20.00000,20.00000,1.63647,1.17977,20.00000,1.50718,1.91200,20.00000,20.00000,20.00000,20.00000,4280,0,4290,8262,0,2880,0,0,4313,4818,0,15128,5452,172,12595,0,600,108.17030
SoloMael,2.31420,4.03879,3.08992,1.90728,3.45404,2.17944,3.14094,3.01427,3.78920,1.63723,3.49644,2.34671,1.83666,20.00000,3.38105,2.98813,20.00000,5121,0,4487,18845,4283,3472,385,3406,3201,11217,4726,15830,4565,204,14868,25723,0,108.09496
Staekk,20.00000,2.67687,20.00000,1.30299,1.16337,1.81153,2.08693,20.00000,2.10132,1.66063,1.92859,1.44200,1.57876,20.00000,20.00000,20.00000,20.00000,2495,0,427,7851,4356,1896,0,0,2317,0,4588,0,3986,0,2538,0,0,106.48543
Lucoa,2.64010,1.99966,2.75718,1.43602,1.77318,1.81347,2.41772,2.93556,20.00000,1.56902,3.12546,1.37591,1.73628,20.00000,1.75719,20.00000,20.00000,3725,7026,3309,7199,0,2373,294,3217,1763,0,4681,8309,6728,0,14131,6498,0,104.08100
nvsdy,3.18030,20.00000,8.13554,2.64204,20.00000,10.94896,3.40849,8.17830,8.00557,20.00000,5.35493,2.75253,2.52651,20.00000,4.82015,20.00000,20.00000,19981,16949,2359,28922,13735,2527,754,12563,4657,17882,7221,25668,7352,0,28050,149,0,103.62312
nari,1.99308,2.20167,2.71983,1.28401,1.87878,1.67783,1.61176,2.18113,2.03434,1.50007,1.76050,1.49227,1.51918,20.00000,1.59864,20.00000,20.00000,3816,0,2847,6515,0,2937,278,2066,4896,0,5040,15305,3560,0,13609,0,0,103.37922
azukun,5.07922,8.80352,11.46140,3.42127,8.75979,10.83127,20.00000,9.46701,7.77552,4.28634,7.02368,2.60716,5.95187,20.00000,3.31939,20.00000,20.00000,15963,26286,2722,27220,26033,9322,665,7414,4236,20276,11407,22361,8278,0,48942,254,134793,101.86979
Baedol,2.48730,3.93902,1.99110,1.73843,20.00000,1.70879,2.09023,2.24898,3.18773,1.35518,2.17343,1.92527,1.68234,20.00000,2.05136,2.42735,3.86957,5083,0,3812,0,10418,3631,772,2930,5094,4988,5933,16503,6828,2955,18366,22142,47351,101.67028
Evtet,2.57323,2.39781,4.66236,1.63312,1.83339,1.59227,1.71092,1.98826,2.29273,1.67053,2.00350,1.98002,1.46315,20.00000,20.00000,20.00000,20.00000,3190,0,952,0,0,2460,0,3025,3079,0,4384,9046,7919,0,9695,6899,0,101.32074
Plasmatize,2.81739,4.74067,2.53967,2.87328,4.77134,3.01968,2.32141,3.80648,4.59827,2.90208,3.17349,2.80287,2.44792,3.09132,3.91129,2.68679,3.12698,5594,5456,4633,7908,3873,3520,602,3690,4921,4429,6854,10065,6080,3891,16349,29703,44604,100.21904
marc2427,3.19721,1.99294,4.33306,1.76550,4.48380,3.86712,1.89911,3.87670,20.00000,3.16338,2.85173,20.00000,2.30701,20.00000,2.20418,2.37865,2.09090,3386,0,2424,0,0,839,0,1951,2044,0,4724,0,4146,658,11514,17648,32303,99.95594
Bear Krills,2.11948,2.52292,2.31019,1.53073,1.48957,1.76636,1.82876,2.01319,2.70516,1.65183,2.12856,1.77296,1.47354,20.00000,2.73387,20.00000,2.58511,3579,30224,3263,0,3976,2791,274,2638,2927,0,4478,15562,3763,4,11581,1643,33787,99.51209
AuroraBlis,3.67151,6.15327,2.06749,1.99969,4.33232,5.23186,4.14259,4.60569,4.31794,3.88551,3.64071,2.11264,2.90228,20.00000,3.64342,3.04727,3.10135,5555,7133,5724,7347,8249,4277,475,4122,5599,5393,6834,13854,4779,2525,22444,36144,51774,96.87955
SavvyQ,20.00000,6.82155,4.89284,3.15530,3.88141,3.60441,3.88899,3.64424,3.84636,3.48947,3.77099,2.31869,3.94544,20.00000,20.00000,20.00000,20.00000,1093,17554,7047,18053,17966,9688,1417,8869,14926,14163,6708,15342,11098,80,7177,15343,15451,96.87322
Corollax,3.07382,3.10692,3.31094,1.45524,2.25678,1.55137,2.19989,2.20312,1.68915,1.56682,2.21079,1.90828,1.77908,20.00000,3.66558,4.58354,20.00000,4779,5982,2573,7757,4156,3139,567,3966,3882,5557,5825,19605,5878,141,18086,30130,8668,95.33791
SNT,2.89875,2.11916,4.70366,1.46646,2.62861,1.39692,1.81271,3.52427,2.50608,1.76768,3.20588,1.52212,2.36166,20.00000,2.08105,20.00000,2.06700,4152,0,978,0,0,2232,315,2039,1945,0,4036,11049,5477,952,9947,5676,26329,90.96876
Knight Lycaon,2.41051,20.00000,20.00000,20.00000,3.81851,20.00000,20.00000,20.00000,4.62996,20.00000,6.23121,1.72657,3.54395,20.00000,3.07425,20.00000,20.00000,22086,0,0,0,0,0,0,0,4236,21130,15922,28486,4673,0,12060,0,0,90.58217
Nanotenko,3.23772,2.53653,3.21926,1.48615,4.55417,2.43078,2.13936,20.00000,2.40923,1.55134,2.02799,1.66119,1.48535,20.00000,20.00000,20.00000,20.00000,4616,8092,1610,17964,0,1756,0,1769,2771,4218,4744,19728,4532,0,21371,4941,5240,90.27076
Minhs2,2.48315,2.67168,2.57720,1.63240,2.13148,1.85151,1.67244,2.03962,2.88332,1.60764,2.02917,1.96305,1.68030,20.00000,20.00000,4.16803,20.00000,4711,14823,4029,16492,0,2778,299,2789,3182,4322,4697,14440,7101,483,10014,22558,0,90.14936
Gunlovers,1.81856,2.10377,1.36446,1.44107,20.00000,1.28198,20.00000,20.00000,3.88973,1.73654,20.00000,1.83587,1.43136,20.00000,1.55056,20.00000,20.00000,3280,0,4624,0,0,2883,0,0,2686,0,0,0,1376,202,11612,0,0,89.57984
NecroRebel,2.61474,2.48601,3.37097,1.42408,4.18860,3.58533,1.82906,3.16197,1.82293,2.36013,2.89446,1.82263,1.64425,20.00000,2.62812,20.00000,2.09930,4556,0,2879,7818,3595,3349,0,3747,3865,0,6187,19638,4738,0,12152,3396,42720,89.56228
cascabel,1.74436,2.30305,4.85850,1.56991,2.54212,2.39279,2.19089,2.52725,2.12883,1.54111,2.15824,1.57792,1.65059,20.00000,1.66137,20.00000,20.00000,6712,6816,2446,6795,0,2409,0,3351,3584,4183,5207,13237,6265,0,15073,9006,0,89.40148
Hanayoshi,1.72022,2.46262,2.63987,1.35151,20.00000,1.38907,1.70485,2.05060,2.48570,1.82984,1.61980,1.82767,1.73011,20.00000,1.48918,20.00000,20.00000,2909,0,1471,0,0,2089,0,2344,3261,0,3676,0,2840,110,12675,11609,2886,89.21451
ptar124,1.71392,2.52445,1.40055,1.35075,20.00000,2.10560,1.95957,20.00000,20.00000,1.39970,2.84375,1.58881,1.85984,20.00000,20.00000,2.06876,20.00000,4600,0,6098,6395,0,2623,0,0,0,0,4614,0,2919,354,0,24848,0,88.21052
oh1no,2.78764,4.59735,3.77416,2.43311,1.61259,4.43833,4.33926,3.41064,2.21655,2.92797,5.12037,2.90892,1.60194,4.68856,3.00299,20.00000,2.71482,4500,0,3378,0,0,2363,463,1845,8980,0,5227,0,5662,4183,14517,4259,34262,88.17493
pokkenbro5,2.44884,2.54954,3.92599,2.15825,3.11137,2.79976,2.81008,3.08269,2.51266,2.31113,1.86481,2.62637,1.72230,20.00000,3.58407,2.18080,2.19362,4179,6166,4455,7542,4346,2912,311,3293,3831,4510,4947,10050,4320,546,14593,28648,34776,87.57581
Abaddon,3.19462,3.17113,2.59324,2.04735,2.56984,2.25690,5.82966,5.02004,3.62676,3.82892,3.48813,3.56694,2.10216,20.00000,2.91749,20.00000,20.00000,8365,18205,6026,19563,7890,2624,994,6616,2478,14331,6179,19729,4801,489,54217,7557,3174,87.38623
Lilio,3.82725,4.37892,3.87198,2.77435,2.98169,4.45536,2.84256,4.17719,4.18304,2.42409,3.31103,2.63376,2.97629,20.00000,20.00000,20.00000,20.00000,4574,18677,10546,15080,15080,13481,1540,8965,4176,14877,11890,20507,11241,257,0,981,0,86.37287
Dix,2.63688,2.33861,4.90669,1.49154,2.38761,1.19311,1.66824,3.15482,2.85414,1.63712,2.62892,1.79982,1.71462,20.00000,20.00000,20.00000,20.00000,4216,9397,1371,7750,4720,6347,549,3562,2478,4183,4401,12042,3765,0,10143,0,0,86.29706
caluis32,2.38270,7.14502,3.90707,1.58230,4.21881,2.26776,3.36589,3.55704,2.11038,3.71237,1.77255,2.61429,1.59279,2.58432,2.97186,3.60983,20.00000,4999,0,3818,0,0,2151,486,2244,3677,4199,4924,11159,3763,4785,12011,21383,28867,86.23987
navy,6.61339,2.22744,10.24715,1.95127,2.98398,6.08704,2.94839,3.40754,3.70207,1.93410,4.84158,2.27584,4.03223,20.00000,20.00000,20.00000,20.00000,4550,25643,2345,24236,10363,2782,2301,7487,4692,15850,6832,24262,4860,0,0,0,0,85.74480
Ruenardo,1.63443,2.50421,3.09675,1.31047,7.97253,2.03054,2.87091,3.80885,20.00000,2.41950,1.47659,1.52164,2.14172,20.00000,2.78183,2.22000,20.00000,4300,0,2302,8647,0,2973,552,2815,0,0,5112,9380,3271,76,11849,22409,0,85.05927
OfficialSeidon,3.60717,3.13958,2.77541,1.96483,2.51675,2.66590,1.89094,3.94229,3.58608,2.51027,3.30542,2.04202,2.00502,20.00000,3.07890,3.48699,2.33593,5424,5608,4811,7021,0,3628,1675,3465,4066,0,5149,11929,4172,614,16342,19862,33719,84.83668
jath,2.60893,20.00000,6.51585,1.70363,20.00000,4.34613,3.54635,20.00000,2.08324,2.01515,5.67647,1.96206,2.39278,20.00000,1.88237,20.00000,20.00000,4686,6603,2707,7552,4035,3158,1038,0,23513,4216,3930,13179,4566,0,16989,5703,1354,84.60824
Gamayama,2.61042,3.11704,2.67640,2.04752,2.61956,3.32222,2.45762,4.41775,2.87335,2.27960,3.39428,2.31876,1.59701,20.00000,2.81625,2.89489,20.00000,4180,15754,4108,15966,4929,2600,413,2825,3712,12603,5137,8742,6041,473,14531,23797,6121,84.26810
frozen,3.11921,2.22029,2.33287,1.57492,1.92645,1.82948,1.41652,2.66444,3.27101,1.66635,2.12269,1.88184,1.55936,20.00000,20.00000,20.00000,20.00000,4359,7650,2880,0,0,3265,354,2055,4189,0,4539,15308,6074,0,10776,12210,0,83.67757
htrmonroe,2.08209,2.95900,1.65892,1.93405,2.56462,2.58355,1.52865,4.12254,4.36251,2.31616,3.80600,1.61410,2.57405,20.00000,2.80775,2.83825,20.00000,4574,8564,6306,0,0,2665,0,2164,2671,0,5181,11893,4845,3357,14148,31572,0,83.33686
Hating Mirror,1.93493,3.96895,2.94266,2.15853,7.25305,2.60405,2.57553,2.80480,4.17052,1.64159,2.00286,1.91194,2.73237,20.00000,1.54963,2.28204,3.09696,6316,0,2763,0,0,4220,754,3721,3652,0,5983,0,4981,77,13542,27310,36559,83.33185
shiratamamochi,1.81420,2.96445,3.88758,1.85489,1.62010,2.33950,1.61581,2.15386,2.82951,1.54386,2.28210,1.92229,1.66924,20.00000,2.23734,2.61910,20.00000,4118,0,2046,0,5644,1850,276,2224,2634,0,5620,0,6818,0,9882,23467,0,82.96013
KosEh,7.08742,20.00000,7.99856,1.99396,2.68992,11.10061,3.36379,9.14338,7.18511,2.23529,4.14122,2.65156,4.88408,20.00000,20.00000,20.00000,20.00000,5940,18676,3350,23782,25018,2759,1505,8820,4854,17745,5329,16087,4864,0,23820,0,0,82.73261
arborelia,2.43977,4.04687,3.46409,1.66613,20.00000,2.12146,2.17499,2.95697,3.30252,1.88430,3.24601,2.01028,2.16982,20.00000,2.21799,20.00000,20.00000,4977,0,2290,7110,0,3069,280,2469,3032,0,4890,0,4166,60,14101,0,11584,82.64958
Krauvando,2.18559,3.14272,2.14175,1.67313,20.00000,1.84657,1.49490,2.66872,4.07073,1.76837,20.00000,2.04710,20.00000,2.16440,20.00000,20.00000,2.54596,3978,0,2998,0,0,1230,0,0,2438,0,0,0,1222,4344,4320,0,29769,82.59823
chefmayhem,3.27767,2.57370,4.77253,1.63068,2.21941,2.23823,1.89169,2.12552,6.12130,2.09143,4.73100,2.29984,1.68314,20.00000,20.00000,20.00000,20.00000,4321,21598,2944,21726,0,2097,624,13633,2434,15015,3055,12437,4187,0,12877,0,0,81.90204
AlexisYj,2.44939,2.84784,4.47299,1.55420,20.00000,1.70787,1.73545,3.02562,2.79531,1.60701,2.07201,1.69078,1.63528,20.00000,1.95494,20.00000,20.00000,4206,24415,2646,0,0,2993,923,1911,3002,0,3872,0,4204,0,13286,237,0,81.78227
Eleriz,2.89982,2.96955,2.55082,1.87294,3.38403,3.12682,2.88606,2.31640,3.32529,1.94228,3.06068,2.17859,1.87245,20.00000,20.00000,20.00000,20.00000,3993,20844,2969,18505,13523,2583,308,8972,2713,18413,9868,17441,8984,0,11932,1821,0,81.62059
Remolondon,2.36696,4.25619,2.54430,1.95766,3.30570,2.37974,2.33108,2.24209,2.93284,1.84722,4.24013,1.83612,2.57050,20.00000,20.00000,20.00000,20.00000,4229,0,2980,0,15251,11245,722,7580,4017,0,3759,0,10400,689,11708,155,14509,81.06082
Cavalcadence,4.22125,20.00000,9.91102,2.64606,6.15148,10.37571,6.46295,8.69469,1.95874,2.07885,2.09569,2.30678,3.22456,20.00000,4.90950,20.00000,20.00000,12763,0,1848,7572,5471,3988,1095,0,14631,5298,11239,15943,5252,0,19390,0,0,80.54397
CANCEL,2.12616,2.15131,20.00000,1.36108,2.99582,2.03350,2.01410,20.00000,20.00000,1.64684,1.72519,2.26096,2.64553,20.00000,20.00000,20.00000,20.00000,4392,33811,0,27586,0,2233,0,0,0,0,4815,24289,3566,0,0,0,0,79.38205
Angelica,1.81995,20.00000,2.70993,2.10647,2.63603,3.16674,2.18212,3.31189,3.74016,2.18872,2.21757,2.16192,2.30714,20.00000,2.53175,20.00000,2.83030,11386,0,3795,13562,3608,3444,379,3093,4070,0,5321,14384,6033,3645,15787,0,45073,79.35800
larksford,1.73495,2.50268,2.47224,1.56580,2.09022,1.68584,1.55618,2.36096,2.29735,1.58281,2.31314,1.72317,1.74916,20.00000,20.00000,20.00000,20.00000,4589,0,3229,8588,0,2686,0,1932,3071,4155,4274,19692,3917,320,8648,0,0,79.10019
Inschato,2.69981,2.82581,4.08992,1.77401,2.72237,1.87410,2.42439,3.01557,3.55450,2.08802,2.65092,2.15263,1.77189,20.00000,20.00000,20.00000,20.00000,3891,11431,5507,6658,3746,2410,1209,2916,3647,0,5414,10053,4052,0,0,4844,0,78.87831
kath,2.05241,2.40384,3.43151,1.71489,1.82732,1.62215,1.66554,2.10364,1.91028,1.53051,1.85071,1.73878,1.68736,20.00000,20.00000,20.00000,20.00000,4338,6116,2312,6397,6386,2528,352,2927,3677,0,5570,9124,5231,0,0,0,0,78.49633
JackofGames,20.00000,1.75598,1.63254,1.18152,20.00000,1.24568,1.82178,20.00000,20.00000,20.00000,20.00000,20.00000,1.61468,20.00000,20.00000,20.00000,20.00000,2302,0,2833,8320,0,2070,0,0,0,0,1057,0,7233,0,0,0,0,78.40254
kkr,3.16231,2.27022,6.27735,1.74220,2.70809,20.00000,3.31166,20.00000,3.24674,3.63257,4.09205,1.61619,1.48464,2.41734,2.57081,20.00000,20.00000,4322,0,1689,15547,0,1210,543,0,3909,0,5294,0,5018,4623,10349,0,23424,77.89833
Katheryn Miles,3.78743,5.32066,4.64150,1.66802,1.82568,2.55346,2.11919,2.45516,2.09201,1.85067,2.01353,1.66521,1.47021,20.00000,2.49002,20.00000,20.00000,4809,0,2403,7731,4017,5695,612,4126,4918,4449,5595,11158,9041,0,8779,0,24069,77.56496
