Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
Omnijectivity,17,6,16,10,22,12,15,19,11,21,17,20,23,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,0,0,21,7,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,395,0,4445,1058,0,2433,560,2174,2168,0,1543,179,990,1725,313,0,0,0,912,0,0,0,0,0,0,0,4150,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,38,960,0,0,777,88,0,386,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,915,0,19,0,0,0,4,0,0,0,0
Pibonacci,14,34,33,19,17,32,30,28,17,12,28,33,20,0,15,16,36,0,0,0,0,0,0,0,0,0,0,0,237,12,0,5,10,0,121,0,0,0,0,23,9,0,0,4,0,0,46,100,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,21,940,53,0,0,0,0,0,0,0,0,0,0,0,1343,0,373,2502,3685,806,4434,2806,501,1533,1385,0,42,132,845,182,58,156,1338,0,1789,0,0,109,0,30,445,0,145,32,0,4,569,39,1603,0,0,44,0,7,28,35,0,12,0,0,1884,99,0,0,0,175,0,0,1307,0,0,21,0,68,0,0,0,0,116,943,0,0,417,0,0,59,78,7,1254,16,0,0,0,208,0,36,1234,0,0,226,0,9,95,13,31,34,26,10,29,5,24,16,22,6,42
Sanga,6,52,117,54,10,41,45,27,31,24,41,14,38,0,21,36,72,9,0,0,19,0,0,0,8,18,9,11,13,64,0,10,0,0,390,0,0,0,0,0,0,0,0,0,0,5,614,0,16,0,0,0,7,0,13,0,11,0,0,4,0,0,19,4,42,406,0,0,24,0,0,16,0,5,0,0,0,0,0,0,0,0,138,0,0,10,0,15,3857,138,1991,15,248,2468,1189,22,21,1378,35,343,364,64,202,95,20,0,0,740,0,0,83,72,27,308,10,1662,29,99,15,0,0,1107,0,0,0,0,0,0,0,0,0,59,18,1906,0,1849,0,0,324,95,0,515,0,2069,0,73,12,0,0,1298,213,2,17,238,3,394,92,0,27,130,16,0,0,0,0,0,0,0,0,61,0,0,9,60,15,0,0,245,55,0,0,0,27,0,0,0,0,84
Hammer. Bros.,70,112,42,145,79,95,154,65,67,96,81,63,116,16,50,38,27,19,25,16,42,28,23,30,10,14,35,15,84,40,0,13,16,14,21,16,13,36,11,19,16,12,15,11,0,16,17,21,27,19,25,35,11,19,27,16,27,16,0,19,33,22,30,43,19,127,33,13,59,18,41,21,13,13,31,13,28,18,13,13,6,11,20,12,26,19,0,39,41,25,80,47,18,8,34,34,44,41,157,21,40,857,66,60,38,1100,60,940,133,13,39,73,10,293,19,3449,76,16,23,506,10,1467,76,17,114,11,12,46,4,140,24,9,20,2062,69,1966,315,22,153,101,15,500,20,69,35,14,45,1500,32,1494,219,39,170,152,34,690,42,100,28,24,23,306,29,255,196,21,20,47,14,275,19,232,11,14,85,117,50,995,18,13,32,31,61,109,73,59,54,19
seanpwolf,47,111,103,34,52,86,36,32,44,43,33,45,49,0,42,34,25,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,33,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,37,8,310,29,11,16,18,19,28,24,35,17,19,471,16,7,10,0,0,0,0,0,0,0,0,0,0,0,4306,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,4532,0,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,756,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,53,35,62,16,19,15,33,8,36,9,47,20,21,60
super bae,16,19,12,18,6,17,25,26,30,9,21,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,2750,97,2012,829,108,0,2001,762,4127,1953,0,160,91,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squega,25,98,84,28,122,50,139,77,36,46,46,21,40,0,23,24,23,21,10,12,8,12,13,9,11,6,24,7,10,13,0,20,18,17,18,12,11,25,10,15,18,11,13,8,0,7,26,35,8,15,10,7,3,9,39,6,9,3,0,15,22,21,14,33,13,17,22,9,29,8,8,11,0,12,15,12,5,15,8,10,4,7,8,6,10,5,0,1470,0,125,1959,0,459,4103,3388,1157,2855,1713,3786,1555,103,1003,241,149,26,692,44,622,181,30,48,68,29,304,25,4193,52,0,33,694,20,1491,78,37,79,17,18,89,18,50,27,33,32,1785,87,1722,343,28,126,28,12,683,23,1372,25,0,47,2078,57,1127,207,17,515,83,39,349,56,822,42,99,26,634,30,92,141,26,272,147,13,157,11,355,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,90
RPGG,37,56,68,137,59,49,43,33,38,33,30,55,100,53,52,18,0,37,12,0,0,0,0,16,32,0,12,0,960,29,0,8,11,0,243,0,0,10,0,0,19,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,37,28,26,15,0,10,0,27,0,0,25,134,0,29,0,0,0,0,0,24,0,0,0,0,10,646,19,121,61,1045,13,1029,19,31,37,609,1028,59,308,114,150,47,774,69,0,0,0,11,40,270,295,0,3337,60,18,5,336,32,657,0,0,54,0,278,17,0,0,0,17,11,1283,296,4266,0,0,158,0,0,0,0,0,347,19,5,849,30,0,191,10,722,85,84,281,0,450,0,72,10,238,0,86,0,0,0,0,0,345,42,0,0,16,30,170,23,45,0,63,27,14,18,27,30,0,48,23
Switchaxe,71,232,37,48,0,109,12,1,0,30,23,108,22,30,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,4924,131,3904,0,2379,2346,8,3146,1975,2114,0,411,39,2993,275,0,279,1958,185,0,0,0,211,84,0,474,0,4425,161,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,319,0,0,0,0,0,0,150,0,1436,0,4508,0,0,0,0,0,0,0,0,584,12,0,0,0,0,61,0,0,0,103,0,0,0,0,172,0,0,0,0,0,0,0,0,128,0,0,0,87,22,0,0,0,0,44,0
incnone,24,33,19,16,30,33,20,37,15,20,32,18,29,0,24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,867,3099,0,1378,0,4028,1716,3172,2135,0,1859,84,1296,1826,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,2847,0,0,0,2044,0,0,298,0,575,90,25,513,0,0,0,144,0,0,0,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HummingBee,110,60,69,144,126,131,88,74,45,141,66,34,151,24,122,29,44,14,7,10,0,0,0,0,0,0,0,0,76,0,0,0,34,0,114,0,0,0,0,0,0,0,0,0,0,22,5,4,3,21,7,6,2,2,6,15,3,15,2,0,43,0,18,0,0,0,24,0,0,0,0,0,11,0,25,8,0,0,0,0,0,0,0,0,0,0,0,1335,78,279,0,1938,1467,0,1746,673,64,1204,130,314,19,1304,194,101,32,629,26,0,0,0,0,0,185,0,0,4002,0,0,0,486,61,1099,0,0,0,0,0,255,0,0,0,0,30,18,2,1531,435,33,135,99,11,551,18,1386,23,2,0,1428,80,1507,0,0,975,163,0,0,0,1369,0,16,64,873,13,0,344,0,98,0,20,485,0,592,29,11,45,13,22,0,0,0,0,0,8,0,0,0,37,6
BS004,54,117,109,228,71,125,106,96,55,73,39,78,99,0,43,83,65,4,0,0,129,0,0,0,0,0,0,0,107,0,0,4,0,10,9,21,15,0,0,3,4,0,83,0,0,34,0,87,534,0,0,0,0,0,347,0,0,0,0,0,0,0,297,0,0,0,0,0,26,0,66,0,24,0,0,39,0,0,0,0,0,0,0,0,5,0,0,14,18,47,171,44,36,42,21,30,5,8,18,57,69,24,218,65,1,0,3,1048,58,57,0,0,6,25,0,3650,417,0,2,0,2,9,20,6,2,0,1,4,0,105,56,0,2,0,4,811,0,0,0,0,0,30,34,0,188,72,43,0,107,695,0,0,0,0,0,507,0,599,0,27,4,2735,41,1253,24,0,0,0,0,6,0,193,0,0,49,146,42,191,0,0,0,0,0,37,0,0,0,0
bacing,87,42,81,35,75,5,13,41,276,7,197,64,28,0,80,0,106,0,0,0,0,0,4,7,0,0,0,0,59,5,0,0,0,0,48,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,0,57,0,0,0,17,0,0,30,4,3,12,0,9,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,8,0,0,1245,0,592,0,0,699,27,3306,1547,0,2444,2640,190,267,1107,1388,137,0,0,0,0,0,29,4,0,0,0,0,4164,70,0,0,0,0,1996,0,23,49,0,41,0,0,0,39,0,363,0,0,0,0,45,113,0,0,579,0,2273,92,33,0,1756,0,0,175,31,97,84,75,438,0,897,16,0,0,0,159,2613,0,20,6,0,62,0,0,246,0,0,0,2586,0,0,0,0,0,0,0,0,0,0,0,0
NBtelethia,80,36,58,85,28,36,73,38,106,50,44,67,53,0,66,72,0,0,21,18,17,19,22,19,0,0,13,18,54,36,0,18,13,18,31,15,17,28,0,0,0,0,0,18,0,0,64,29,62,0,23,0,0,0,26,0,30,0,0,14,23,28,41,34,24,42,35,0,47,0,24,27,0,0,34,0,0,22,0,0,0,0,0,0,0,0,0,22,92,33,97,60,21,28,17,936,76,30,102,30,224,30,190,764,0,21,49,523,33,35,10,297,0,274,22,1362,5,43,34,385,9,713,97,16,53,32,0,119,0,258,3,42,33,2053,44,1764,553,42,236,0,67,572,197,1827,145,47,41,1118,21,925,308,9,5,197,0,13,0,524,2,177,110,686,0,2614,74,0,0,185,0,477,0,0,57,45,131,25,30,26,17,11,29,18,0,95,0,8,10,69
Jamblar,67,37,30,129,44,90,97,61,81,63,26,88,66,0,69,91,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,19,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,28,86,17,54,27,8,52,35,15,79,14,25,24,82,14,175,129,59,1558,85,0,0,0,0,0,0,0,0,1801,0,0,0,0,0,1703,0,0,0,0,0,0,0,1156,0,0,224,56,0,0,0,0,0,0,0,461,0,1856,0,0,0,779,0,0,0,0,0,0,0,0,0,3307,368,0,0,389,0,0,0,0,0,0,0,0,0,144,0,0,37,17,55,12,46,3,0,0,38,20,8,0,66,34
Ratata,15,227,249,32,95,65,31,29,71,53,97,16,30,0,120,0,0,20,0,0,28,0,0,12,0,0,0,0,41,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,13,20,0,35,0,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,65,42,1293,10,38,127,43,28,17,16,782,6,40,407,684,0,703,11,0,0,924,0,0,62,0,137,0,0,2002,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,0,0,0,0,0,0,0,1693,0,0,0,0,0,1278,0,52,615,161,0,522,0,860,0,0,0,0,0,357,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPA,83,40,140,80,108,78,38,58,92,57,69,48,89,0,28,67,0,0,33,0,0,0,19,0,0,0,7,0,55,0,0,0,28,0,34,0,19,0,0,0,7,0,0,0,0,0,22,0,11,0,6,12,0,0,5,0,7,12,0,0,0,0,0,0,11,63,27,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,61,13,67,20,30,591,121,50,42,7,39,33,65,198,12,226,175,0,886,0,0,0,26,0,0,0,12,0,3384,453,0,0,464,0,187,0,38,0,0,0,22,0,0,0,0,0,1813,32,2067,0,38,57,0,0,6,93,1699,30,0,0,0,0,0,0,33,477,243,0,297,0,567,29,0,0,0,0,0,0,52,0,0,0,72,0,0,0,0,63,0,0,43,0,0,0,0,0,190,45,0,0,59
asinoura,0,284,0,119,163,67,145,67,252,170,0,138,190,0,0,0,0,0,0,0,27,0,45,0,12,0,257,0,92,0,0,0,0,0,45,0,29,27,0,0,22,0,20,0,0,0,1236,0,72,0,9,0,74,0,432,0,1001,0,0,0,0,0,33,0,12,46,19,0,32,0,19,0,0,0,0,0,86,0,12,0,0,0,0,0,32,0,0,0,30,0,13,19,4,5,3,16,14,72,15,15,0,0,0,0,0,0,0,4,0,2,0,27,0,2,0,2933,0,0,0,0,0,4,0,2,0,0,0,38,0,51,0,0,0,6,0,3,0,1,5,3,0,3,0,5,39,0,0,0,0,3,0,1,2,3,0,3,0,665,0,0,0,0,0,199,0,2,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptrevordactyl,43,10,50,13,34,26,82,94,3,65,61,74,69,0,101,0,0,0,106,0,0,0,9,0,0,0,0,0,171,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,735,2317,518,1730,4179,546,0,3389,69,0,2478,167,315,153,669,0,360,120,980,172,353,0,46,0,0,0,1128,0,3095,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,0,0,0,2956,0,0,0,765,0,0,0,0,0,0,0,1170,0,0,0,0,0,414,95,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,66,0,0,0,0,81
DragonicPixel,96,140,198,98,89,60,96,102,50,91,55,79,87,0,73,0,84,0,13,28,15,17,18,8,27,17,18,10,17,25,0,22,17,0,23,20,16,17,16,17,15,14,10,15,0,13,12,26,13,13,13,10,24,14,17,13,10,18,0,36,25,45,22,28,29,27,23,12,18,13,16,22,0,27,11,29,8,7,9,6,14,6,11,9,6,22,0,43,205,290,295,198,399,40,858,159,106,43,240,79,176,362,818,25,110,102,37,430,95,24,15,58,14,122,7,615,14,0,32,277,42,1198,45,5,34,12,27,12,9,4,5,0,16,1185,81,78,272,35,16,80,18,12,21,6,9,0,33,605,48,529,91,15,4,73,13,210,44,231,15,92,3,320,11,170,15,4,3,16,4,21,8,2,4,19,77,61,0,0,0,0,16,0,0,15,40,32,0,0
preimi,35,71,46,95,37,43,78,54,47,85,22,71,75,34,27,32,26,17,0,50,0,0,33,0,0,0,0,13,0,44,0,14,0,19,14,0,21,23,0,24,0,6,0,16,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,889,0,200,70,1079,571,0,1710,1315,0,1902,1572,1308,10,249,135,43,21,1483,50,1815,0,34,27,0,0,0,15,3775,84,9,21,1014,7,1769,0,26,59,0,29,0,11,0,21,4,113,1250,153,3244,0,0,0,0,0,1102,0,0,131,30,0,1496,0,2961,0,0,1288,0,0,1268,0,0,0,49,68,1102,0,1066,0,0,0,0,0,0,33,0,0,8,44,166,18,85,0,53,56,0,69,0,17,67,0,14
Sara,657,155,1045,286,124,222,185,210,120,179,104,159,258,0,635,0,0,0,737,0,0,0,0,0,0,0,0,0,1604,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,812,0,375,0,0,0,0,0,254,25,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,46,31,96,12,6,25,21,36,18,6,16,14,13,0,9,14,176,0,9,0,0,0,0,0,0,0,31,47,3025,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,4,4,0,0,0,69,0,238,1164,0,0,0,0,0,0,0,0,0,0,0,737,0,168,0,0,0,0,0,4,0,0,0,0,118,24,109,30,12,23,54,55,55,31,14,19,41,0
Elad Difficult,82,124,138,44,55,92,46,40,100,82,50,98,63,0,62,43,53,29,29,27,34,11,20,23,14,9,23,14,23,23,0,16,23,16,12,10,14,15,8,11,10,9,11,22,0,21,39,40,30,14,24,15,15,10,36,7,20,21,0,24,32,29,15,15,14,25,28,10,39,16,21,25,0,20,49,17,11,8,19,16,8,12,29,14,34,7,0,1063,0,694,105,4583,1036,2364,2579,277,0,1945,185,1267,158,465,300,127,36,1099,34,698,150,21,80,51,28,437,6,4091,108,0,17,575,13,928,90,29,65,8,30,55,14,109,32,0,14,2124,100,2000,302,34,174,109,33,882,22,1748,51,0,31,1549,49,1032,212,44,550,182,59,343,68,638,50,51,8,795,27,430,70,12,30,102,16,373,14,169,12,0,107,0,0,0,0,0,0,0,0,194,75,0,0,0
tang,19,24,24,22,21,34,85,35,60,74,19,28,32,43,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,21,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,710,4477,254,1578,652,794,0,1519,935,4720,1679,0,539,51,655,2780,303,0,2090,0,0,0,0,0,0,0,0,0,71,85,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,43,0,0,0,76,0,0,0,0,0,0,0,0,106,29,0,0,0,64,0,0,1622,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,2444,0,0,0,0,0,0,39,0,0,0
Mono,45,131,63,112,67,66,142,123,43,133,88,32,117,0,46,0,80,45,0,56,44,16,8,0,0,0,20,0,2179,0,0,30,0,0,22,5,10,0,0,6,12,0,0,12,0,0,0,0,1346,10,11,0,0,0,373,0,0,0,0,0,157,0,0,91,0,0,39,0,41,0,0,31,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,25,44,460,78,1529,308,30,7,20,38,1421,38,101,106,438,306,45,5,0,71,205,94,19,0,0,0,228,77,5,0,20,30,0,52,1982,57,14,0,0,10,23,0,172,28,49,4,0,0,5,273,49,0,0,4,8,0,79,81,11,154,1874,0,2088,87,0,0,24,0,325,0,0,10,69,0,0,0,0,227,0,0,0,0,81,0,0,0,29,66,0,0,1938,0,51,0,0,25,50,0,337,0,37
Moyuma,68,53,108,23,39,69,34,64,53,54,68,42,31,0,34,27,34,0,0,0,25,0,0,0,0,0,19,0,27,0,0,0,0,0,37,0,0,0,0,0,28,0,0,0,0,0,0,0,45,0,0,0,0,0,37,0,0,0,0,0,0,0,38,0,0,56,0,0,46,0,0,0,0,0,0,0,23,0,0,0,0,0,31,0,0,0,0,23,53,513,23,0,520,4480,2489,1447,2513,19,0,1310,210,1238,153,82,132,0,0,1009,0,0,125,0,0,305,0,2910,0,0,84,0,46,2017,0,0,0,0,0,39,0,0,0,0,80,3460,0,1973,0,0,0,0,0,686,0,0,0,0,0,0,0,1844,0,0,400,0,0,755,0,0,0,0,55,0,0,542,0,0,0,0,0,114,0,1312,0,18,0,0,0,1028,0,0,0,0,0,0,98,0,0,0
Ranch,62,41,59,33,23,35,57,25,27,48,35,27,42,0,29,159,20,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,10,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,3185,351,227,3710,1180,3356,30,354,42,748,1703,377,116,829,203,144,57,0,0,0,0,0,0,0,44,1096,0,805,0,41,62,871,0,1521,0,0,0,0,0,0,0,0,0,0,309,2102,0,2638,0,0,0,0,0,807,0,2043,77,0,150,1069,0,0,115,0,860,0,0,0,0,0,14,122,24,1674,0,825,0,0,0,200,0,0,0,0,0,0,136,0,95,160,0,0,0,0,0,0,63,0,0,0
sc2,44,59,61,70,68,53,60,50,37,60,31,31,47,21,36,28,41,0,0,0,0,0,0,0,0,0,0,0,3394,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,53,0,53,132,4107,672,1207,1177,52,46,870,2582,588,33,582,64,40,0,0,0,1749,0,0,0,0,0,481,0,270,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,23,90,171,39,50,63,73,42,0,0,58,0,0,0,0
hapaxant,108,70,101,61,2869,160,114,42,214,58,132,92,76,0,403,145,64,22,945,0,11,0,0,0,0,0,0,0,493,0,0,0,758,0,7,0,0,0,0,0,8,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,7,541,14,11,0,0,104,17,0,16,59,10,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,62,23,194,212,4141,2454,41,13,1086,13,15,22,784,97,58,264,90,24,10,139,570,0,0,115,0,0,11,0,4368,0,65,94,4,35,247,0,0,0,34,37,26,197,0,0,26,0,31,0,2742,0,0,27,0,0,963,0,1879,0,0,20,3,36,15,0,64,895,107,64,12,3,5,56,44,737,6,0,1838,0,0,162,0,0,1824,299,0,0,0,95,147,75,172,0,0,6,51,0,106,83,0,61,56
Sivcria,36,76,32,66,49,56,59,62,29,59,56,70,57,28,78,23,61,31,0,0,237,0,0,0,0,0,0,0,131,0,0,9,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,49,0,244,164,543,1191,26,2588,755,4271,959,1277,1472,37,437,245,83,39,0,94,1120,0,0,150,0,0,0,0,3022,0,0,14,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,161,41,0,0,312,0,0,0,0,0,0,0,1953,0,0,40,0,0,247,0,0,0,0,0,0,0,0,0,25
roncli,86,77,78,90,74,89,62,60,40,71,82,90,55,0,53,33,33,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,18,0,0,16,0,0,0,0,2,0,0,21,0,0,0,0,22,0,0,0,0,0,6,0,0,179,0,16,0,0,0,0,0,0,0,0,15,0,1318,0,135,568,3976,829,0,2105,993,1145,588,0,261,260,970,62,51,0,0,168,4654,0,0,0,0,0,206,0,2746,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1429,28,0,331,0,0,76,0,0,0,1322,28,56,0,1076,0,0,0,0,527,0,0,0,0,0,32,0,0,830,0,388,0,0,0,0,0,820,21,0,15,0,52,2,41,0,2,0,49,0,37,18,5,0,4,45
